File,Contains tip,Tip inside highest prediction,Tip inside any prediction,Prediction on empty image
BG_SR_p1_crop_hf_104.png,False,nan,nan,False
BG_SR_p1_crop_hf_105.png,False,nan,nan,False
BG_SR_p1_crop_hf_colch_1.png,False,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_1.png,False,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_101.png,False,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_102.png,False,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_75.png,False,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_76.png,False,nan,nan,False
BG_SR_p2_crop_42.png,False,nan,nan,False
BG_SR_p2_crop_43.png,False,nan,nan,False
BG_SR_p2_crop_colch_42.png,False,nan,nan,False
BG_SR_p2_crop_colch_43.png,False,nan,nan,False
BG_SR_p3_crop_38.png,False,nan,nan,False
BG_SR_p3_crop_39.png,False,nan,nan,False
BG_SR_p3_crop_colch_44.png,False,nan,nan,False
BG_SR_p3_crop_colch_45.png,False,nan,nan,False
BG_SR_p3_crop_colch_50.png,False,nan,nan,False
BG_SR_p3_crop_hf_40.png,False,nan,nan,False
BG_SR_p3_crop_hf_41.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_40.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_41.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_42.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_48.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_49.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_48.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_49.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_42.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_43.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_48.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_49.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_38.png,False,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_39.png,False,nan,nan,False
BG_SR_p4_crop_34.png,False,nan,nan,False
BG_SR_p4_crop_colch_30.png,False,nan,nan,False
BG_SR_p4_crop_hf_30.png,False,nan,nan,False
BG_SR_p4_crop_hf_31.png,False,nan,nan,False
BG_SR_p4_crop_hf_vf_34.png,False,nan,nan,False
BG_SR_p4_crop_hf_vf_colch_29.png,False,nan,nan,True
BG_SR_p4_crop_hf_vf_rot90_29.png,False,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_32.png,False,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_33.png,False,nan,nan,False
BG_SR_p5_crop_28.png,False,nan,nan,False
BG_SR_p5_crop_hf_colch_26.png,False,nan,nan,False
BG_SR_p5_crop_hf_colch_27.png,False,nan,nan,False
BG_SR_p5_crop_hf_vf_26.png,False,nan,nan,False
BG_SR_p5_crop_hf_vf_27.png,False,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_26.png,False,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_27.png,False,nan,nan,False
GW_p2_og_10.png,True,True,True,nan
GW_p2_og_11.png,True,False,False,nan
GW_p2_og_12.png,True,True,True,nan
GW_p2_og_13.png,True,True,True,nan
GW_p2_og_14.png,True,True,True,nan
GW_p2_og_15.png,True,False,False,nan
GW_p2_og_16.png,True,True,True,nan
GW_p2_og_17.png,True,True,True,nan
GW_p2_og_18.png,True,False,False,nan
GW_p2_og_19.png,True,True,True,nan
GW_p2_og_2.png,True,True,True,nan
GW_p2_og_20.png,True,True,True,nan
GW_p2_og_21.png,True,True,True,nan
GW_p2_og_22.png,True,True,True,nan
GW_p2_og_23.png,True,True,True,nan
GW_p2_og_24.png,True,True,True,nan
GW_p2_og_3.png,True,True,True,nan
GW_p2_og_4.png,True,True,True,nan
GW_p2_og_5.png,True,True,True,nan
GW_p2_og_6.png,True,True,True,nan
GW_p2_og_7.png,True,True,True,nan
GW_p2_og_8.png,True,True,True,nan
GW_p2_og_9.png,True,True,True,nan
GW_p2_og_colch_10.png,True,True,True,nan
GW_p2_og_colch_11.png,True,True,True,nan
GW_p2_og_colch_12.png,True,True,True,nan
GW_p2_og_colch_13.png,True,True,True,nan
GW_p2_og_colch_14.png,True,True,True,nan
GW_p2_og_colch_15.png,True,False,False,nan
GW_p2_og_colch_16.png,True,True,True,nan
GW_p2_og_colch_17.png,True,False,False,nan
GW_p2_og_colch_18.png,True,False,False,nan
GW_p2_og_colch_19.png,True,True,True,nan
GW_p2_og_colch_2.png,True,True,True,nan
GW_p2_og_colch_20.png,True,True,True,nan
GW_p2_og_colch_21.png,True,True,True,nan
GW_p2_og_colch_22.png,True,True,True,nan
GW_p2_og_colch_23.png,True,True,True,nan
GW_p2_og_colch_24.png,True,True,True,nan
GW_p2_og_colch_3.png,True,True,True,nan
GW_p2_og_colch_4.png,True,True,True,nan
GW_p2_og_colch_5.png,True,True,True,nan
GW_p2_og_colch_6.png,True,True,True,nan
GW_p2_og_colch_7.png,True,True,True,nan
GW_p2_og_colch_8.png,True,True,True,nan
GW_p2_og_colch_9.png,True,True,True,nan
GW_p2_og_hf_10.png,True,True,True,nan
GW_p2_og_hf_11.png,True,False,False,nan
GW_p2_og_hf_12.png,True,True,True,nan
GW_p2_og_hf_13.png,True,True,True,nan
GW_p2_og_hf_14.png,True,True,True,nan
GW_p2_og_hf_15.png,True,False,False,nan
GW_p2_og_hf_16.png,True,True,True,nan
GW_p2_og_hf_17.png,True,True,True,nan
GW_p2_og_hf_18.png,True,False,False,nan
GW_p2_og_hf_19.png,True,True,True,nan
GW_p2_og_hf_2.png,True,True,True,nan
GW_p2_og_hf_20.png,True,True,True,nan
GW_p2_og_hf_21.png,True,True,True,nan
GW_p2_og_hf_22.png,True,True,True,nan
GW_p2_og_hf_23.png,True,True,True,nan
GW_p2_og_hf_24.png,True,True,True,nan
GW_p2_og_hf_3.png,True,True,True,nan
GW_p2_og_hf_4.png,True,True,True,nan
GW_p2_og_hf_5.png,True,True,True,nan
GW_p2_og_hf_6.png,True,True,True,nan
GW_p2_og_hf_7.png,True,True,True,nan
GW_p2_og_hf_8.png,True,True,True,nan
GW_p2_og_hf_9.png,True,True,True,nan
GW_p2_og_hf_colch_10.png,True,True,True,nan
GW_p2_og_hf_colch_11.png,True,True,True,nan
GW_p2_og_hf_colch_12.png,True,True,True,nan
GW_p2_og_hf_colch_13.png,True,True,True,nan
GW_p2_og_hf_colch_14.png,True,True,True,nan
GW_p2_og_hf_colch_15.png,True,False,False,nan
GW_p2_og_hf_colch_16.png,True,True,True,nan
GW_p2_og_hf_colch_17.png,True,True,True,nan
GW_p2_og_hf_colch_18.png,True,True,True,nan
GW_p2_og_hf_colch_19.png,True,True,True,nan
GW_p2_og_hf_colch_2.png,True,True,True,nan
GW_p2_og_hf_colch_20.png,True,True,True,nan
GW_p2_og_hf_colch_21.png,True,True,True,nan
GW_p2_og_hf_colch_22.png,True,True,True,nan
GW_p2_og_hf_colch_23.png,True,False,False,nan
GW_p2_og_hf_colch_24.png,True,True,True,nan
GW_p2_og_hf_colch_3.png,True,True,True,nan
GW_p2_og_hf_colch_4.png,True,False,True,nan
GW_p2_og_hf_colch_5.png,True,True,True,nan
GW_p2_og_hf_colch_6.png,True,True,True,nan
GW_p2_og_hf_colch_7.png,True,True,True,nan
GW_p2_og_hf_colch_8.png,True,True,True,nan
GW_p2_og_hf_colch_9.png,True,True,True,nan
GW_p2_og_hf_vf_10.png,True,True,True,nan
GW_p2_og_hf_vf_11.png,True,True,True,nan
GW_p2_og_hf_vf_12.png,True,True,True,nan
GW_p2_og_hf_vf_13.png,True,True,True,nan
GW_p2_og_hf_vf_14.png,True,True,True,nan
GW_p2_og_hf_vf_15.png,True,False,False,nan
GW_p2_og_hf_vf_16.png,True,True,True,nan
GW_p2_og_hf_vf_17.png,True,True,True,nan
GW_p2_og_hf_vf_18.png,True,False,False,nan
GW_p2_og_hf_vf_19.png,True,True,True,nan
GW_p2_og_hf_vf_2.png,True,True,True,nan
GW_p2_og_hf_vf_20.png,True,True,True,nan
GW_p2_og_hf_vf_21.png,True,True,True,nan
GW_p2_og_hf_vf_22.png,True,True,True,nan
GW_p2_og_hf_vf_23.png,True,True,True,nan
GW_p2_og_hf_vf_24.png,True,True,True,nan
GW_p2_og_hf_vf_3.png,True,True,True,nan
GW_p2_og_hf_vf_4.png,True,True,True,nan
GW_p2_og_hf_vf_5.png,True,True,True,nan
GW_p2_og_hf_vf_6.png,True,True,True,nan
GW_p2_og_hf_vf_7.png,True,True,True,nan
GW_p2_og_hf_vf_8.png,True,True,True,nan
GW_p2_og_hf_vf_9.png,True,True,True,nan
GW_p2_og_hf_vf_colch_10.png,True,True,True,nan
GW_p2_og_hf_vf_colch_11.png,True,True,True,nan
GW_p2_og_hf_vf_colch_12.png,True,True,True,nan
GW_p2_og_hf_vf_colch_13.png,True,True,True,nan
GW_p2_og_hf_vf_colch_14.png,True,False,nan,nan
GW_p2_og_hf_vf_colch_15.png,True,False,nan,nan
GW_p2_og_hf_vf_colch_16.png,True,True,True,nan
GW_p2_og_hf_vf_colch_17.png,True,False,False,nan
GW_p2_og_hf_vf_colch_18.png,True,False,False,nan
GW_p2_og_hf_vf_colch_19.png,True,True,True,nan
GW_p2_og_hf_vf_colch_2.png,True,True,True,nan
GW_p2_og_hf_vf_colch_20.png,True,True,True,nan
GW_p2_og_hf_vf_colch_21.png,True,True,True,nan
GW_p2_og_hf_vf_colch_22.png,True,True,True,nan
GW_p2_og_hf_vf_colch_23.png,True,True,True,nan
GW_p2_og_hf_vf_colch_24.png,True,True,True,nan
GW_p2_og_hf_vf_colch_3.png,True,True,True,nan
GW_p2_og_hf_vf_colch_4.png,True,True,True,nan
GW_p2_og_hf_vf_colch_5.png,True,True,True,nan
GW_p2_og_hf_vf_colch_6.png,True,True,True,nan
GW_p2_og_hf_vf_colch_7.png,True,True,True,nan
GW_p2_og_hf_vf_colch_8.png,True,True,True,nan
GW_p2_og_hf_vf_colch_9.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_10.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_11.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_12.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_13.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_14.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_15.png,True,False,False,nan
GW_p2_og_hf_vf_rot90_16.png,True,False,False,nan
GW_p2_og_hf_vf_rot90_17.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_18.png,True,False,False,nan
GW_p2_og_hf_vf_rot90_19.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_2.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_20.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_21.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_22.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_23.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_24.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_3.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_4.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_5.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_6.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_7.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_8.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_9.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_10.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_11.png,True,False,False,nan
GW_p2_og_hf_vf_rot90_colch_12.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_13.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_14.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_15.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_16.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_17.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_18.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_19.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_2.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_20.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_21.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_22.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_23.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_24.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_3.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_4.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_5.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_6.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_7.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_8.png,True,True,True,nan
GW_p2_og_hf_vf_rot90_colch_9.png,True,True,True,nan
GW_p2_og_hf_vf_rot_10.png,True,False,True,nan
GW_p2_og_hf_vf_rot_11.png,True,True,True,nan
GW_p2_og_hf_vf_rot_12.png,True,True,True,nan
GW_p2_og_hf_vf_rot_13.png,True,True,True,nan
GW_p2_og_hf_vf_rot_14.png,True,True,True,nan
GW_p2_og_hf_vf_rot_15.png,True,True,True,nan
GW_p2_og_hf_vf_rot_16.png,True,True,True,nan
GW_p2_og_hf_vf_rot_17.png,True,True,True,nan
GW_p2_og_hf_vf_rot_18.png,True,True,True,nan
GW_p2_og_hf_vf_rot_19.png,True,True,True,nan
GW_p2_og_hf_vf_rot_2.png,True,False,True,nan
GW_p2_og_hf_vf_rot_20.png,True,True,True,nan
GW_p2_og_hf_vf_rot_21.png,True,True,True,nan
GW_p2_og_hf_vf_rot_22.png,True,True,True,nan
GW_p2_og_hf_vf_rot_23.png,True,False,True,nan
GW_p2_og_hf_vf_rot_24.png,True,True,True,nan
GW_p2_og_hf_vf_rot_3.png,True,True,True,nan
GW_p2_og_hf_vf_rot_4.png,True,True,True,nan
GW_p2_og_hf_vf_rot_5.png,True,True,True,nan
GW_p2_og_hf_vf_rot_6.png,True,True,True,nan
GW_p2_og_hf_vf_rot_7.png,True,True,True,nan
GW_p2_og_hf_vf_rot_8.png,True,True,True,nan
GW_p2_og_hf_vf_rot_9.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_10.png,True,False,True,nan
GW_p2_og_hf_vf_rot_colch_11.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_12.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_13.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_14.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_15.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_16.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_17.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_18.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_19.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_2.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_20.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_21.png,True,False,True,nan
GW_p2_og_hf_vf_rot_colch_22.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_23.png,True,False,nan,nan
GW_p2_og_hf_vf_rot_colch_24.png,True,False,nan,nan
GW_p2_og_hf_vf_rot_colch_3.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_4.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_5.png,True,False,False,nan
GW_p2_og_hf_vf_rot_colch_6.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_7.png,True,False,True,nan
GW_p2_og_hf_vf_rot_colch_8.png,True,True,True,nan
GW_p2_og_hf_vf_rot_colch_9.png,True,True,True,nan
SR_p2_og_1.png,True,True,True,nan
SR_p2_og_10.png,True,False,False,nan
SR_p2_og_11.png,True,True,True,nan
SR_p2_og_12.png,True,True,True,nan
SR_p2_og_13.png,True,True,True,nan
SR_p2_og_14.png,True,True,True,nan
SR_p2_og_15.png,True,True,True,nan
SR_p2_og_16.png,True,False,True,nan
SR_p2_og_17.png,True,True,True,nan
SR_p2_og_18.png,True,True,True,nan
SR_p2_og_19.png,True,True,True,nan
SR_p2_og_2.png,True,True,True,nan
SR_p2_og_20.png,True,True,True,nan
SR_p2_og_21.png,True,True,True,nan
SR_p2_og_22.png,True,True,True,nan
SR_p2_og_23.png,True,True,True,nan
SR_p2_og_24.png,True,True,True,nan
SR_p2_og_25.png,True,True,True,nan
SR_p2_og_26.png,True,False,False,nan
SR_p2_og_27.png,True,True,True,nan
SR_p2_og_28.png,True,False,False,nan
SR_p2_og_29.png,True,True,True,nan
SR_p2_og_30.png,True,True,True,nan
SR_p2_og_31.png,True,True,True,nan
SR_p2_og_32.png,True,True,True,nan
SR_p2_og_33.png,True,True,True,nan
SR_p2_og_34.png,True,False,True,nan
SR_p2_og_35.png,True,True,True,nan
SR_p2_og_36.png,True,True,True,nan
SR_p2_og_37.png,True,False,False,nan
SR_p2_og_38.png,True,False,nan,nan
SR_p2_og_39.png,True,True,True,nan
SR_p2_og_4.png,True,False,nan,nan
SR_p2_og_40.png,True,True,True,nan
SR_p2_og_41.png,True,True,True,nan
SR_p2_og_44.png,True,True,True,nan
SR_p2_og_45.png,True,True,True,nan
SR_p2_og_46.png,True,True,True,nan
SR_p2_og_47.png,True,True,True,nan
SR_p2_og_48.png,True,False,nan,nan
SR_p2_og_49.png,True,True,True,nan
SR_p2_og_5.png,True,False,False,nan
SR_p2_og_50.png,True,True,True,nan
SR_p2_og_51.png,True,True,True,nan
SR_p2_og_52.png,True,True,True,nan
SR_p2_og_53.png,True,False,True,nan
SR_p2_og_54.png,True,True,True,nan
SR_p2_og_55.png,True,True,True,nan
SR_p2_og_56.png,True,True,True,nan
SR_p2_og_57.png,True,True,True,nan
SR_p2_og_58.png,True,True,True,nan
SR_p2_og_59.png,True,True,True,nan
SR_p2_og_6.png,True,False,nan,nan
SR_p2_og_60.png,True,False,nan,nan
SR_p2_og_61.png,True,True,True,nan
SR_p2_og_62.png,True,True,True,nan
SR_p2_og_63.png,True,True,True,nan
SR_p2_og_64.png,True,True,True,nan
SR_p2_og_65.png,True,True,True,nan
SR_p2_og_66.png,True,False,False,nan
SR_p2_og_67.png,True,False,True,nan
SR_p2_og_68.png,True,True,True,nan
SR_p2_og_69.png,True,False,True,nan
SR_p2_og_7.png,True,False,nan,nan
SR_p2_og_70.png,True,True,True,nan
SR_p2_og_71.png,True,False,nan,nan
SR_p2_og_72.png,True,False,nan,nan
SR_p2_og_73.png,True,True,True,nan
SR_p2_og_74.png,True,True,True,nan
SR_p2_og_75.png,True,True,True,nan
SR_p2_og_76.png,True,False,nan,nan
SR_p2_og_8.png,True,True,True,nan
SR_p2_og_9.png,True,True,True,nan
SR_p2_og_colch_1.png,True,False,nan,nan
SR_p2_og_colch_10.png,True,False,nan,nan
SR_p2_og_colch_11.png,True,True,True,nan
SR_p2_og_colch_12.png,True,True,True,nan
SR_p2_og_colch_13.png,True,True,True,nan
SR_p2_og_colch_14.png,True,True,True,nan
SR_p2_og_colch_15.png,True,True,True,nan
SR_p2_og_colch_16.png,True,False,True,nan
SR_p2_og_colch_17.png,True,False,True,nan
SR_p2_og_colch_18.png,True,True,True,nan
SR_p2_og_colch_19.png,True,False,False,nan
SR_p2_og_colch_2.png,True,True,True,nan
SR_p2_og_colch_20.png,True,True,True,nan
SR_p2_og_colch_21.png,True,False,nan,nan
SR_p2_og_colch_22.png,True,True,True,nan
SR_p2_og_colch_23.png,True,True,True,nan
SR_p2_og_colch_24.png,True,True,True,nan
SR_p2_og_colch_25.png,True,False,True,nan
SR_p2_og_colch_26.png,True,False,False,nan
SR_p2_og_colch_27.png,True,True,True,nan
SR_p2_og_colch_28.png,True,False,False,nan
SR_p2_og_colch_29.png,True,True,True,nan
SR_p2_og_colch_30.png,True,True,True,nan
SR_p2_og_colch_31.png,True,True,True,nan
SR_p2_og_colch_32.png,True,True,True,nan
SR_p2_og_colch_33.png,True,False,True,nan
SR_p2_og_colch_34.png,True,False,True,nan
SR_p2_og_colch_35.png,True,True,True,nan
SR_p2_og_colch_36.png,True,True,True,nan
SR_p2_og_colch_37.png,True,False,True,nan
SR_p2_og_colch_38.png,True,False,nan,nan
SR_p2_og_colch_39.png,True,False,False,nan
SR_p2_og_colch_4.png,True,False,False,nan
SR_p2_og_colch_40.png,True,False,False,nan
SR_p2_og_colch_41.png,True,False,nan,nan
SR_p2_og_colch_44.png,True,True,True,nan
SR_p2_og_colch_45.png,True,True,True,nan
SR_p2_og_colch_46.png,True,True,True,nan
SR_p2_og_colch_47.png,True,True,True,nan
SR_p2_og_colch_48.png,True,True,True,nan
SR_p2_og_colch_49.png,True,True,True,nan
SR_p2_og_colch_5.png,True,True,True,nan
SR_p2_og_colch_50.png,True,True,True,nan
SR_p2_og_colch_51.png,True,True,True,nan
SR_p2_og_colch_52.png,True,True,True,nan
SR_p2_og_colch_53.png,True,True,True,nan
SR_p2_og_colch_54.png,True,True,True,nan
SR_p2_og_colch_55.png,True,True,True,nan
SR_p2_og_colch_56.png,True,True,True,nan
SR_p2_og_colch_57.png,True,False,False,nan
SR_p2_og_colch_58.png,True,True,True,nan
SR_p2_og_colch_59.png,True,True,True,nan
SR_p2_og_colch_6.png,True,False,nan,nan
SR_p2_og_colch_60.png,True,False,nan,nan
SR_p2_og_colch_61.png,True,True,True,nan
SR_p2_og_colch_62.png,True,False,True,nan
SR_p2_og_colch_63.png,True,True,True,nan
SR_p2_og_colch_64.png,True,True,True,nan
SR_p2_og_colch_65.png,True,True,True,nan
SR_p2_og_colch_66.png,True,False,False,nan
SR_p2_og_colch_67.png,True,True,True,nan
SR_p2_og_colch_68.png,True,True,True,nan
SR_p2_og_colch_69.png,True,False,False,nan
SR_p2_og_colch_7.png,True,False,nan,nan
SR_p2_og_colch_70.png,True,True,True,nan
SR_p2_og_colch_71.png,True,False,nan,nan
SR_p2_og_colch_72.png,True,False,False,nan
SR_p2_og_colch_73.png,True,True,True,nan
SR_p2_og_colch_74.png,True,True,True,nan
SR_p2_og_colch_75.png,True,True,True,nan
SR_p2_og_colch_76.png,True,False,nan,nan
SR_p2_og_colch_8.png,True,False,nan,nan
SR_p2_og_colch_9.png,True,False,nan,nan
SR_p2_og_hf_1.png,True,True,True,nan
SR_p2_og_hf_10.png,True,False,nan,nan
SR_p2_og_hf_11.png,True,True,True,nan
SR_p2_og_hf_12.png,True,True,True,nan
SR_p2_og_hf_13.png,True,True,True,nan
SR_p2_og_hf_14.png,True,True,True,nan
SR_p2_og_hf_15.png,True,True,True,nan
SR_p2_og_hf_16.png,True,True,True,nan
SR_p2_og_hf_17.png,True,True,True,nan
SR_p2_og_hf_18.png,True,True,True,nan
SR_p2_og_hf_19.png,True,True,True,nan
SR_p2_og_hf_2.png,True,True,True,nan
SR_p2_og_hf_20.png,True,True,True,nan
SR_p2_og_hf_21.png,True,True,True,nan
SR_p2_og_hf_22.png,True,True,True,nan
SR_p2_og_hf_23.png,True,True,True,nan
SR_p2_og_hf_24.png,True,True,True,nan
SR_p2_og_hf_25.png,True,True,True,nan
SR_p2_og_hf_26.png,True,False,False,nan
SR_p2_og_hf_27.png,True,True,True,nan
SR_p2_og_hf_28.png,True,False,False,nan
SR_p2_og_hf_29.png,True,True,True,nan
SR_p2_og_hf_30.png,True,True,True,nan
SR_p2_og_hf_31.png,True,True,True,nan
SR_p2_og_hf_32.png,True,True,True,nan
SR_p2_og_hf_33.png,True,False,True,nan
SR_p2_og_hf_34.png,True,False,False,nan
SR_p2_og_hf_35.png,True,True,True,nan
SR_p2_og_hf_36.png,True,True,True,nan
SR_p2_og_hf_37.png,True,False,False,nan
SR_p2_og_hf_38.png,True,False,nan,nan
SR_p2_og_hf_39.png,True,True,True,nan
SR_p2_og_hf_4.png,True,False,nan,nan
SR_p2_og_hf_40.png,True,True,True,nan
SR_p2_og_hf_41.png,True,False,nan,nan
SR_p2_og_hf_44.png,True,True,True,nan
SR_p2_og_hf_45.png,True,True,True,nan
SR_p2_og_hf_46.png,True,True,True,nan
SR_p2_og_hf_47.png,True,True,True,nan
SR_p2_og_hf_48.png,True,True,True,nan
SR_p2_og_hf_49.png,True,True,True,nan
SR_p2_og_hf_5.png,True,True,True,nan
SR_p2_og_hf_50.png,True,True,True,nan
SR_p2_og_hf_51.png,True,True,True,nan
SR_p2_og_hf_52.png,True,False,True,nan
SR_p2_og_hf_53.png,True,False,True,nan
SR_p2_og_hf_54.png,True,True,True,nan
SR_p2_og_hf_55.png,True,True,True,nan
