File,Contains tip,Tip inside highest prediction,Tip inside any prediction,Prediction on empty image
GWS_p4_colch_126.png,True,True,True,nan
GWS_p4_colch_127.png,True,True,True,nan
GWS_p4_colch_13.png,True,True,True,nan
GWS_p4_colch_14.png,True,True,True,nan
GWS_p4_colch_15.png,True,True,True,nan
GWS_p4_colch_16.png,True,True,True,nan
GWS_p4_colch_17.png,True,True,True,nan
GWS_p4_colch_18.png,True,True,True,nan
GWS_p4_colch_19.png,True,True,True,nan
GWS_p4_colch_2.png,True,True,True,nan
GWS_p4_colch_20.png,True,True,True,nan
GWS_p4_colch_21.png,True,True,True,nan
GWS_p4_colch_22.png,True,True,True,nan
GWS_p4_colch_23.png,True,True,True,nan
GWS_p4_colch_24.png,True,True,True,nan
GWS_p4_colch_25.png,True,True,True,nan
GWS_p4_colch_26.png,True,True,True,nan
GWS_p4_colch_27.png,True,True,True,nan
GWS_p4_colch_28.png,True,True,True,nan
GWS_p4_colch_29.png,True,True,True,nan
GWS_p4_colch_3.png,True,True,True,nan
GWS_p4_colch_30.png,True,True,True,nan
GWS_p4_colch_31.png,True,True,True,nan
GWS_p4_colch_32.png,True,True,True,nan
GWS_p4_colch_33.png,True,True,True,nan
GWS_p4_colch_34.png,True,True,True,nan
GWS_p4_colch_35.png,True,True,True,nan
GWS_p4_colch_36.png,True,True,True,nan
GWS_p4_colch_37.png,True,True,True,nan
GWS_p4_colch_38.png,True,True,True,nan
GWS_p4_colch_39.png,True,True,True,nan
GWS_p4_colch_4.png,True,True,True,nan
GWS_p4_colch_40.png,True,True,True,nan
GWS_p4_colch_41.png,True,True,True,nan
GWS_p4_colch_42.png,True,True,True,nan
GWS_p4_colch_43.png,True,True,True,nan
GWS_p4_colch_44.png,True,True,True,nan
GWS_p4_colch_45.png,True,False,nan,nan
GWS_p4_colch_46.png,True,True,True,nan
GWS_p4_colch_47.png,True,True,True,nan
GWS_p4_colch_48.png,True,True,True,nan
GWS_p4_colch_49.png,True,True,True,nan
GWS_p4_colch_5.png,True,True,True,nan
GWS_p4_colch_50.png,True,True,True,nan
GWS_p4_colch_51.png,True,True,True,nan
GWS_p4_colch_52.png,True,True,True,nan
GWS_p4_colch_53.png,True,True,True,nan
GWS_p4_colch_54.png,True,True,True,nan
GWS_p4_colch_55.png,True,True,True,nan
GWS_p4_colch_56.png,True,True,True,nan
GWS_p4_colch_57.png,True,True,True,nan
GWS_p4_colch_58.png,True,False,nan,nan
GWS_p4_colch_59.png,True,False,nan,nan
GWS_p4_colch_6.png,True,True,True,nan
GWS_p4_colch_60.png,True,False,nan,nan
GWS_p4_colch_61.png,True,False,nan,nan
GWS_p4_colch_62.png,True,False,nan,nan
GWS_p4_colch_63.png,True,False,nan,nan
GWS_p4_colch_64.png,True,False,nan,nan
GWS_p4_colch_65.png,True,True,True,nan
GWS_p4_colch_66.png,True,True,True,nan
GWS_p4_colch_67.png,True,False,nan,nan
GWS_p4_colch_68.png,True,False,nan,nan
GWS_p4_colch_69.png,True,False,nan,nan
GWS_p4_colch_7.png,True,True,True,nan
GWS_p4_colch_70.png,True,False,nan,nan
GWS_p4_colch_71.png,True,False,nan,nan
GWS_p4_colch_72.png,True,True,True,nan
GWS_p4_colch_73.png,True,False,nan,nan
GWS_p4_colch_74.png,True,True,True,nan
GWS_p4_colch_75.png,True,False,nan,nan
GWS_p4_colch_76.png,True,True,True,nan
GWS_p4_colch_77.png,True,True,True,nan
GWS_p4_colch_78.png,True,True,True,nan
GWS_p4_colch_79.png,True,True,True,nan
GWS_p4_colch_8.png,True,False,nan,nan
GWS_p4_colch_80.png,True,True,True,nan
GWS_p4_colch_81.png,True,True,True,nan
GWS_p4_colch_82.png,True,True,True,nan
GWS_p4_colch_83.png,True,True,True,nan
GWS_p4_colch_84.png,True,True,True,nan
GWS_p4_colch_85.png,True,True,True,nan
GWS_p4_colch_86.png,True,True,True,nan
GWS_p4_colch_87.png,True,True,True,nan
GWS_p4_colch_88.png,True,True,True,nan
GWS_p4_colch_89.png,True,True,True,nan
GWS_p4_colch_9.png,True,True,True,nan
GWS_p4_colch_90.png,True,True,True,nan
GWS_p4_colch_91.png,True,True,True,nan
GWS_p4_colch_92.png,True,True,True,nan
GWS_p4_colch_93.png,True,True,True,nan
GWS_p4_colch_94.png,True,True,True,nan
GWS_p4_colch_95.png,True,True,True,nan
GWS_p4_colch_96.png,True,True,True,nan
GWS_p4_colch_97.png,True,True,True,nan
GWS_p4_colch_98.png,True,True,True,nan
GWS_p4_colch_99.png,True,True,True,nan
GWS_p4_hf_1.png,True,True,True,nan
GWS_p4_hf_10.png,True,True,True,nan
GWS_p4_hf_100.png,True,True,True,nan
GWS_p4_hf_101.png,True,True,True,nan
GWS_p4_hf_102.png,True,True,True,nan
GWS_p4_hf_103.png,True,True,True,nan
GWS_p4_hf_104.png,True,True,True,nan
GWS_p4_hf_105.png,True,False,nan,nan
GWS_p4_hf_106.png,True,False,False,nan
GWS_p4_hf_107.png,True,True,True,nan
GWS_p4_hf_108.png,True,True,True,nan
GWS_p4_hf_109.png,True,True,True,nan
GWS_p4_hf_11.png,True,True,True,nan
GWS_p4_hf_110.png,True,True,True,nan
GWS_p4_hf_111.png,True,False,nan,nan
GWS_p4_hf_112.png,True,False,nan,nan
GWS_p4_hf_113.png,True,False,nan,nan
GWS_p4_hf_114.png,True,False,nan,nan
GWS_p4_hf_115.png,True,False,nan,nan
GWS_p4_hf_116.png,True,False,nan,nan
GWS_p4_hf_117.png,True,False,nan,nan
GWS_p4_hf_118.png,True,False,nan,nan
GWS_p4_hf_119.png,True,False,nan,nan
GWS_p4_hf_12.png,True,True,True,nan
GWS_p4_hf_120.png,True,False,nan,nan
GWS_p4_hf_121.png,True,False,nan,nan
GWS_p4_hf_122.png,True,False,nan,nan
GWS_p4_hf_123.png,True,False,nan,nan
GWS_p4_hf_124.png,True,False,nan,nan
GWS_p4_hf_125.png,True,False,nan,nan
GWS_p4_hf_126.png,True,False,nan,nan
GWS_p4_hf_127.png,True,False,nan,nan
GWS_p4_hf_13.png,True,True,True,nan
GWS_p4_hf_14.png,True,True,True,nan
GWS_p4_hf_15.png,True,True,True,nan
GWS_p4_hf_16.png,True,True,True,nan
GWS_p4_hf_17.png,True,True,True,nan
GWS_p4_hf_18.png,True,True,True,nan
GWS_p4_hf_19.png,True,True,True,nan
GWS_p4_hf_2.png,True,True,True,nan
GWS_p4_hf_20.png,True,True,True,nan
GWS_p4_hf_21.png,True,True,True,nan
GWS_p4_hf_22.png,True,True,True,nan
GWS_p4_hf_23.png,True,True,True,nan
GWS_p4_hf_24.png,True,True,True,nan
GWS_p4_hf_25.png,True,True,True,nan
GWS_p4_hf_26.png,True,True,True,nan
GWS_p4_hf_27.png,True,True,True,nan
GWS_p4_hf_28.png,True,True,True,nan
GWS_p4_hf_29.png,True,True,True,nan
GWS_p4_hf_3.png,True,True,True,nan
GWS_p4_hf_30.png,True,True,True,nan
GWS_p4_hf_31.png,True,True,True,nan
GWS_p4_hf_32.png,True,True,True,nan
GWS_p4_hf_33.png,True,True,True,nan
GWS_p4_hf_34.png,True,True,True,nan
GWS_p4_hf_35.png,True,True,True,nan
GWS_p4_hf_36.png,True,True,True,nan
GWS_p4_hf_37.png,True,True,True,nan
GWS_p4_hf_38.png,True,True,True,nan
GWS_p4_hf_39.png,True,True,True,nan
GWS_p4_hf_4.png,True,True,True,nan
GWS_p4_hf_40.png,True,True,True,nan
GWS_p4_hf_41.png,True,True,True,nan
GWS_p4_hf_42.png,True,True,True,nan
GWS_p4_hf_43.png,True,True,True,nan
GWS_p4_hf_44.png,True,True,True,nan
GWS_p4_hf_45.png,True,True,True,nan
GWS_p4_hf_46.png,True,True,True,nan
GWS_p4_hf_47.png,True,True,True,nan
GWS_p4_hf_48.png,True,True,True,nan
GWS_p4_hf_49.png,True,True,True,nan
GWS_p4_hf_5.png,True,True,True,nan
GWS_p4_hf_50.png,True,True,True,nan
GWS_p4_hf_51.png,True,False,nan,nan
GWS_p4_hf_52.png,True,True,True,nan
GWS_p4_hf_53.png,True,True,True,nan
GWS_p4_hf_54.png,True,True,True,nan
GWS_p4_hf_55.png,True,True,True,nan
GWS_p4_hf_56.png,True,True,True,nan
GWS_p4_hf_57.png,True,True,True,nan
GWS_p4_hf_58.png,True,True,True,nan
GWS_p4_hf_59.png,True,True,True,nan
GWS_p4_hf_6.png,True,True,True,nan
GWS_p4_hf_60.png,True,False,nan,nan
GWS_p4_hf_61.png,True,False,nan,nan
GWS_p4_hf_62.png,True,False,nan,nan
GWS_p4_hf_63.png,True,False,nan,nan
GWS_p4_hf_64.png,True,False,nan,nan
GWS_p4_hf_65.png,True,False,nan,nan
GWS_p4_hf_66.png,True,False,nan,nan
GWS_p4_hf_67.png,True,False,nan,nan
GWS_p4_hf_68.png,True,False,nan,nan
GWS_p4_hf_69.png,True,False,nan,nan
GWS_p4_hf_7.png,True,True,True,nan
GWS_p4_hf_70.png,True,False,nan,nan
GWS_p4_hf_71.png,True,False,nan,nan
GWS_p4_hf_72.png,True,True,True,nan
GWS_p4_hf_73.png,True,True,True,nan
GWS_p4_hf_74.png,True,False,nan,nan
GWS_p4_hf_75.png,True,True,True,nan
GWS_p4_hf_76.png,True,True,True,nan
GWS_p4_hf_77.png,True,True,True,nan
GWS_p4_hf_78.png,True,True,True,nan
GWS_p4_hf_79.png,True,True,True,nan
GWS_p4_hf_8.png,True,True,True,nan
GWS_p4_hf_80.png,True,False,nan,nan
GWS_p4_hf_81.png,True,True,True,nan
GWS_p4_hf_82.png,True,True,True,nan
GWS_p4_hf_83.png,True,True,True,nan
GWS_p4_hf_84.png,True,True,True,nan
GWS_p4_hf_85.png,True,True,True,nan
GWS_p4_hf_86.png,True,True,True,nan
GWS_p4_hf_87.png,True,True,True,nan
GWS_p4_hf_88.png,True,True,True,nan
GWS_p4_hf_89.png,True,True,True,nan
GWS_p4_hf_9.png,True,True,True,nan
GWS_p4_hf_90.png,True,True,True,nan
GWS_p4_hf_91.png,True,True,True,nan
GWS_p4_hf_92.png,True,True,True,nan
GWS_p4_hf_93.png,True,True,True,nan
GWS_p4_hf_94.png,True,True,True,nan
GWS_p4_hf_95.png,True,True,True,nan
GWS_p4_hf_96.png,True,True,True,nan
GWS_p4_hf_97.png,True,True,True,nan
GWS_p4_hf_98.png,True,True,True,nan
GWS_p4_hf_99.png,True,True,True,nan
GWS_p4_hf_colch_1.png,True,True,True,nan
GWS_p4_hf_colch_10.png,True,True,True,nan
GWS_p4_hf_colch_100.png,True,True,True,nan
GWS_p4_hf_colch_101.png,True,True,True,nan
GWS_p4_hf_colch_102.png,True,True,True,nan
GWS_p4_hf_colch_103.png,True,True,True,nan
GWS_p4_hf_colch_104.png,True,True,True,nan
GWS_p4_hf_colch_105.png,True,False,nan,nan
GWS_p4_hf_colch_106.png,True,False,False,nan
GWS_p4_hf_colch_107.png,True,True,True,nan
GWS_p4_hf_colch_108.png,True,True,True,nan
GWS_p4_hf_colch_109.png,True,True,True,nan
GWS_p4_hf_colch_11.png,True,True,True,nan
GWS_p4_hf_colch_110.png,True,True,True,nan
GWS_p4_hf_colch_111.png,True,False,nan,nan
GWS_p4_hf_colch_112.png,True,True,True,nan
GWS_p4_hf_colch_113.png,True,True,True,nan
GWS_p4_hf_colch_114.png,True,True,True,nan
GWS_p4_hf_colch_115.png,True,False,nan,nan
GWS_p4_hf_colch_116.png,True,True,True,nan
GWS_p4_hf_colch_117.png,True,True,True,nan
GWS_p4_hf_colch_118.png,True,False,nan,nan
GWS_p4_hf_colch_119.png,True,True,True,nan
GWS_p4_hf_colch_12.png,True,True,True,nan
GWS_p4_hf_colch_120.png,True,False,nan,nan
GWS_p4_hf_colch_121.png,True,False,nan,nan
GWS_p4_hf_colch_122.png,True,True,True,nan
GWS_p4_hf_colch_123.png,True,True,True,nan
GWS_p4_hf_colch_124.png,True,False,nan,nan
GWS_p4_hf_colch_125.png,True,True,True,nan
GWS_p4_hf_colch_126.png,True,False,nan,nan
GWS_p4_hf_colch_127.png,True,True,True,nan
GWS_p4_hf_colch_13.png,True,True,True,nan
GWS_p4_hf_colch_14.png,True,True,True,nan
GWS_p4_hf_colch_15.png,True,True,True,nan
GWS_p4_hf_colch_16.png,True,True,True,nan
GWS_p4_hf_colch_17.png,True,True,True,nan
GWS_p4_hf_colch_18.png,True,True,True,nan
GWS_p4_hf_colch_19.png,True,True,True,nan
GWS_p4_hf_colch_2.png,True,True,True,nan
GWS_p4_hf_colch_20.png,True,False,nan,nan
GWS_p4_hf_colch_21.png,True,True,True,nan
GWS_p4_hf_colch_22.png,True,True,True,nan
GWS_p4_hf_colch_23.png,True,True,True,nan
GWS_p4_hf_colch_24.png,True,False,nan,nan
GWS_p4_hf_colch_25.png,True,True,True,nan
GWS_p4_hf_colch_26.png,True,True,True,nan
GWS_p4_hf_colch_27.png,True,True,True,nan
GWS_p4_hf_colch_28.png,True,False,nan,nan
GWS_p4_hf_colch_29.png,True,True,True,nan
GWS_p4_hf_colch_3.png,True,True,True,nan
GWS_p4_hf_colch_30.png,True,True,True,nan
GWS_p4_hf_colch_31.png,True,True,True,nan
GWS_p4_hf_colch_32.png,True,False,nan,nan
GWS_p4_hf_colch_33.png,True,True,True,nan
GWS_p4_hf_colch_34.png,True,True,True,nan
GWS_p4_hf_colch_35.png,True,True,True,nan
GWS_p4_hf_colch_36.png,True,True,True,nan
GWS_p4_hf_colch_37.png,True,True,True,nan
GWS_p4_hf_colch_38.png,True,True,True,nan
GWS_p4_hf_colch_39.png,True,True,True,nan
GWS_p4_hf_colch_4.png,True,True,True,nan
GWS_p4_hf_colch_40.png,True,True,True,nan
GWS_p4_hf_colch_41.png,True,True,True,nan
GWS_p4_hf_colch_42.png,True,True,True,nan
GWS_p4_hf_colch_43.png,True,True,True,nan
GWS_p4_hf_colch_44.png,True,True,True,nan
GWS_p4_hf_colch_45.png,True,True,True,nan
GWS_p4_hf_colch_46.png,True,True,True,nan
GWS_p4_hf_colch_47.png,True,True,True,nan
GWS_p4_hf_colch_48.png,True,True,True,nan
GWS_p4_hf_colch_49.png,True,True,True,nan
GWS_p4_hf_colch_5.png,True,True,True,nan
GWS_p4_hf_colch_50.png,True,True,True,nan
GWS_p4_hf_colch_51.png,True,True,True,nan
GWS_p4_hf_colch_52.png,True,True,True,nan
GWS_p4_hf_colch_53.png,True,True,True,nan
GWS_p4_hf_colch_54.png,True,True,True,nan
GWS_p4_hf_colch_55.png,True,False,nan,nan
GWS_p4_hf_colch_56.png,True,True,True,nan
GWS_p4_hf_colch_57.png,True,True,True,nan
GWS_p4_hf_colch_58.png,True,False,nan,nan
GWS_p4_hf_colch_59.png,True,False,nan,nan
GWS_p4_hf_colch_6.png,True,True,True,nan
GWS_p4_hf_colch_60.png,True,False,nan,nan
GWS_p4_hf_colch_61.png,True,False,nan,nan
GWS_p4_hf_colch_62.png,True,False,nan,nan
GWS_p4_hf_colch_63.png,True,False,nan,nan
GWS_p4_hf_colch_64.png,True,False,nan,nan
GWS_p4_hf_colch_65.png,True,True,True,nan
GWS_p4_hf_colch_66.png,True,False,nan,nan
GWS_p4_hf_colch_67.png,True,False,nan,nan
GWS_p4_hf_colch_68.png,True,False,nan,nan
GWS_p4_hf_colch_69.png,True,False,nan,nan
GWS_p4_hf_colch_7.png,True,True,True,nan
GWS_p4_hf_colch_70.png,True,False,False,nan
GWS_p4_hf_colch_71.png,True,False,nan,nan
GWS_p4_hf_colch_72.png,True,True,True,nan
GWS_p4_hf_colch_73.png,True,True,True,nan
GWS_p4_hf_colch_74.png,True,True,True,nan
GWS_p4_hf_colch_75.png,True,True,True,nan
GWS_p4_hf_colch_76.png,True,False,nan,nan
GWS_p4_hf_colch_77.png,True,True,True,nan
GWS_p4_hf_colch_78.png,True,True,True,nan
GWS_p4_hf_colch_79.png,True,True,True,nan
GWS_p4_hf_colch_8.png,True,True,True,nan
GWS_p4_hf_colch_80.png,True,True,True,nan
GWS_p4_hf_colch_81.png,True,True,True,nan
GWS_p4_hf_colch_82.png,True,True,True,nan
GWS_p4_hf_colch_83.png,True,True,True,nan
GWS_p4_hf_colch_84.png,True,True,True,nan
GWS_p4_hf_colch_85.png,True,True,True,nan
GWS_p4_hf_colch_86.png,True,True,True,nan
GWS_p4_hf_colch_87.png,True,True,True,nan
GWS_p4_hf_colch_88.png,True,True,True,nan
GWS_p4_hf_colch_89.png,True,True,True,nan
GWS_p4_hf_colch_9.png,True,True,True,nan
GWS_p4_hf_colch_90.png,True,True,True,nan
GWS_p4_hf_colch_91.png,True,True,True,nan
GWS_p4_hf_colch_92.png,True,True,True,nan
GWS_p4_hf_colch_93.png,True,True,True,nan
GWS_p4_hf_colch_94.png,True,True,True,nan
GWS_p4_hf_colch_95.png,True,True,True,nan
GWS_p4_hf_colch_96.png,True,True,True,nan
GWS_p4_hf_colch_97.png,True,True,True,nan
GWS_p4_hf_colch_98.png,True,True,True,nan
GWS_p4_hf_colch_99.png,True,True,True,nan
GWS_p4_hf_vf_1.png,True,False,nan,nan
GWS_p4_hf_vf_10.png,True,False,nan,nan
GWS_p4_hf_vf_100.png,True,True,True,nan
GWS_p4_hf_vf_101.png,True,True,True,nan
GWS_p4_hf_vf_102.png,True,True,True,nan
GWS_p4_hf_vf_103.png,True,True,True,nan
GWS_p4_hf_vf_104.png,True,False,nan,nan
GWS_p4_hf_vf_105.png,True,False,nan,nan
GWS_p4_hf_vf_106.png,True,False,nan,nan
GWS_p4_hf_vf_107.png,True,True,True,nan
GWS_p4_hf_vf_108.png,True,True,True,nan
GWS_p4_hf_vf_109.png,True,True,True,nan
GWS_p4_hf_vf_11.png,True,True,True,nan
GWS_p4_hf_vf_110.png,True,True,True,nan
GWS_p4_hf_vf_111.png,True,False,nan,nan
GWS_p4_hf_vf_112.png,True,False,nan,nan
GWS_p4_hf_vf_113.png,True,False,nan,nan
GWS_p4_hf_vf_114.png,True,False,nan,nan
GWS_p4_hf_vf_115.png,True,False,nan,nan
GWS_p4_hf_vf_116.png,True,False,nan,nan
GWS_p4_hf_vf_117.png,True,False,nan,nan
GWS_p4_hf_vf_118.png,True,False,nan,nan
GWS_p4_hf_vf_119.png,True,False,nan,nan
GWS_p4_hf_vf_12.png,True,True,True,nan
GWS_p4_hf_vf_120.png,True,False,nan,nan
GWS_p4_hf_vf_121.png,True,False,nan,nan
GWS_p4_hf_vf_122.png,True,False,nan,nan
GWS_p4_hf_vf_123.png,True,False,nan,nan
GWS_p4_hf_vf_124.png,True,False,nan,nan
GWS_p4_hf_vf_125.png,True,False,nan,nan
GWS_p4_hf_vf_126.png,True,False,nan,nan
GWS_p4_hf_vf_127.png,True,False,nan,nan
GWS_p4_hf_vf_13.png,True,True,True,nan
GWS_p4_hf_vf_14.png,True,True,True,nan
GWS_p4_hf_vf_15.png,True,True,True,nan
GWS_p4_hf_vf_16.png,True,False,nan,nan
GWS_p4_hf_vf_17.png,True,False,nan,nan
GWS_p4_hf_vf_18.png,True,False,nan,nan
GWS_p4_hf_vf_19.png,True,True,True,nan
GWS_p4_hf_vf_2.png,True,False,nan,nan
GWS_p4_hf_vf_20.png,True,True,True,nan
GWS_p4_hf_vf_21.png,True,True,True,nan
GWS_p4_hf_vf_22.png,True,True,True,nan
GWS_p4_hf_vf_23.png,True,True,True,nan
GWS_p4_hf_vf_24.png,True,True,True,nan
GWS_p4_hf_vf_25.png,True,True,True,nan
GWS_p4_hf_vf_26.png,True,True,True,nan
GWS_p4_hf_vf_27.png,True,True,True,nan
GWS_p4_hf_vf_28.png,True,True,True,nan
GWS_p4_hf_vf_29.png,True,True,True,nan
GWS_p4_hf_vf_3.png,True,False,nan,nan
GWS_p4_hf_vf_30.png,True,True,True,nan
GWS_p4_hf_vf_31.png,True,True,True,nan
GWS_p4_hf_vf_32.png,True,True,True,nan
GWS_p4_hf_vf_33.png,True,True,True,nan
GWS_p4_hf_vf_34.png,True,True,True,nan
GWS_p4_hf_vf_35.png,True,True,True,nan
GWS_p4_hf_vf_36.png,True,True,True,nan
GWS_p4_hf_vf_37.png,True,True,True,nan
GWS_p4_hf_vf_38.png,True,True,True,nan
GWS_p4_hf_vf_39.png,True,True,True,nan
GWS_p4_hf_vf_4.png,True,False,nan,nan
GWS_p4_hf_vf_40.png,True,True,True,nan
GWS_p4_hf_vf_41.png,True,True,True,nan
GWS_p4_hf_vf_42.png,True,True,True,nan
GWS_p4_hf_vf_43.png,True,True,True,nan
GWS_p4_hf_vf_44.png,True,True,True,nan
GWS_p4_hf_vf_45.png,True,False,nan,nan
GWS_p4_hf_vf_46.png,True,True,True,nan
GWS_p4_hf_vf_47.png,True,False,nan,nan
GWS_p4_hf_vf_48.png,True,False,nan,nan
GWS_p4_hf_vf_49.png,True,False,nan,nan
GWS_p4_hf_vf_5.png,True,True,True,nan
GWS_p4_hf_vf_50.png,True,False,nan,nan
GWS_p4_hf_vf_51.png,True,False,nan,nan
GWS_p4_hf_vf_52.png,True,False,nan,nan
GWS_p4_hf_vf_53.png,True,False,nan,nan
GWS_p4_hf_vf_54.png,True,False,nan,nan
GWS_p4_hf_vf_55.png,True,False,nan,nan
GWS_p4_hf_vf_56.png,True,False,nan,nan
GWS_p4_hf_vf_57.png,True,False,nan,nan
GWS_p4_hf_vf_58.png,True,False,nan,nan
GWS_p4_hf_vf_59.png,True,False,nan,nan
GWS_p4_hf_vf_6.png,True,False,nan,nan
GWS_p4_hf_vf_60.png,True,False,nan,nan
GWS_p4_hf_vf_61.png,True,False,nan,nan
GWS_p4_hf_vf_62.png,True,False,nan,nan
GWS_p4_hf_vf_63.png,True,False,nan,nan
GWS_p4_hf_vf_64.png,True,False,nan,nan
GWS_p4_hf_vf_65.png,True,False,nan,nan
GWS_p4_hf_vf_66.png,True,False,nan,nan
GWS_p4_hf_vf_67.png,True,False,nan,nan
GWS_p4_hf_vf_68.png,True,False,nan,nan
GWS_p4_hf_vf_69.png,True,False,nan,nan
GWS_p4_hf_vf_7.png,True,False,nan,nan
GWS_p4_hf_vf_70.png,True,False,nan,nan
GWS_p4_hf_vf_71.png,True,False,nan,nan
GWS_p4_hf_vf_72.png,True,True,True,nan
GWS_p4_hf_vf_73.png,True,False,nan,nan
GWS_p4_hf_vf_74.png,True,False,nan,nan
GWS_p4_hf_vf_75.png,True,True,True,nan
GWS_p4_hf_vf_76.png,True,True,True,nan
GWS_p4_hf_vf_77.png,True,True,True,nan
GWS_p4_hf_vf_78.png,True,True,True,nan
GWS_p4_hf_vf_79.png,True,True,True,nan
GWS_p4_hf_vf_8.png,True,False,nan,nan
GWS_p4_hf_vf_80.png,True,False,nan,nan
GWS_p4_hf_vf_81.png,True,True,True,nan
GWS_p4_hf_vf_82.png,True,True,True,nan
GWS_p4_hf_vf_83.png,True,True,True,nan
GWS_p4_hf_vf_84.png,True,True,True,nan
GWS_p4_hf_vf_85.png,True,True,True,nan
GWS_p4_hf_vf_86.png,True,True,True,nan
GWS_p4_hf_vf_87.png,True,True,True,nan
GWS_p4_hf_vf_88.png,True,True,True,nan
GWS_p4_hf_vf_89.png,True,True,True,nan
GWS_p4_hf_vf_9.png,True,False,nan,nan
GWS_p4_hf_vf_90.png,True,True,True,nan
GWS_p4_hf_vf_91.png,True,True,True,nan
